"dep","sexe","jour","hosp","rea","HospConv","SSR_USLD","autres","rad","dc"
"72","0","2021-09-08","23","1","9","13","0","3088","614"
"72","1","2021-09-08","5","0","2","3","0","1459","353"
"72","2","2021-09-08","18","1","7","10","0","1629","261"
"73","0","2021-09-08","45","10","23","8","4","3087","719"
"73","1","2021-09-08","25","4","14","4","3","1535","417"
"73","2","2021-09-08","20","6","9","4","1","1534","300"
"74","0","2021-09-08","75","16","43","15","1","5261","1058"
"74","1","2021-09-08","38","11","20","7","0","2740","625"
"74","2","2021-09-08","36","5","23","7","1","2496","430"
"75","0","2021-09-08","375","135","192","46","2","21638","4690"
"75","1","2021-09-08","211","84","104","22","1","11611","2896"
"75","2","2021-09-08","162","51","86","24","1","9877","1777"
"76","0","2021-09-08","163","28","87","48","0","7062","1603"
"76","1","2021-09-08","83","19","42","22","0","3415","881"
"76","2","2021-09-08","78","8","44","26","0","3600","713"
"77","0","2021-09-08","213","75","67","69","2","9654","2102"
"77","1","2021-09-08","117","49","38","29","1","4976","1199"
"77","2","2021-09-08","95","26","28","40","1","4621","892"
"78","0","2021-09-08","151","26","63","58","4","8913","1896"
"78","1","2021-09-08","68","16","23","25","4","4535","1121"
"78","2","2021-09-08","82","10","39","33","0","4346","772"
"79","0","2021-09-08","22","2","16","4","0","1220","269"
"79","1","2021-09-08","9","1","8","0","0","573","154"
"79","2","2021-09-08","13","1","8","4","0","639","114"
"80","0","2021-09-08","98","16","28","50","4","3275","974"
"80","1","2021-09-08","35","6","8","19","2","1624","548"
"80","2","2021-09-08","62","10","20","31","1","1575","409"
"81","0","2021-09-08","50","8","26","16","0","1584","400"
"81","1","2021-09-08","29","3","15","11","0","798","239"
"81","2","2021-09-08","20","4","11","5","0","781","160"
"82","0","2021-09-08","26","10","12","4","0","1027","236"
"82","1","2021-09-08","15","7","7","1","0","547","120"
"82","2","2021-09-08","11","3","5","3","0","466","108"
"83","0","2021-09-08","235","45","116","73","1","6806","1607"
"83","1","2021-09-08","116","27","58","31","0","3436","934"
"83","2","2021-09-08","119","18","58","42","1","3288","659"
"84","0","2021-09-08","130","13","78","38","1","4478","942"
"84","1","2021-09-08","68","8","44","16","0","2198","550"
"84","2","2021-09-08","62","5","34","22","1","2231","378"
"85","0","2021-09-08","30","9","15","6","0","1778","305"
"85","1","2021-09-08","18","4","10","4","0","902","187"
"85","2","2021-09-08","10","4","5","1","0","874","117"
"86","0","2021-09-08","27","8","15","4","0","1391","280"
"86","1","2021-09-08","13","6","5","2","0","729","151"
"86","2","2021-09-08","14","2","10","2","0","650","126"
"87","0","2021-09-08","35","5","18","12","0","1260","334"
"87","1","2021-09-08","14","3","5","6","0","599","194"
"87","2","2021-09-08","21","2","13","6","0","656","139"
"88","0","2021-09-08","32","2","14","16","0","3005","869"
"88","1","2021-09-08","16","1","8","7","0","1435","476"
"88","2","2021-09-08","16","1","6","9","0","1557","391"
"89","0","2021-09-08","33","3","26","4","0","2462","605"
"89","1","2021-09-08","17","3","12","2","0","1202","334"
"89","2","2021-09-08","16","0","14","2","0","1233","266"
"90","0","2021-09-08","32","9","19","4","0","2292","618"
"90","1","2021-09-08","15","3","9","3","0","1133","363"
"90","2","2021-09-08","17","6","10","1","0","1159","255"
"91","0","2021-09-08","185","53","61","64","7","10168","1929"
"91","1","2021-09-08","78","27","23","26","2","5018","1044"
"91","2","2021-09-08","105","25","37","38","5","4844","844"
"92","0","2021-09-08","357","57","130","143","27","15519","2780"
"92","1","2021-09-08","170","31","76","57","6","8118","1630"
"92","2","2021-09-08","179","26","54","83","16","7293","1136"
"93","0","2021-09-08","361","47","125","175","14","14286","2552"
"93","1","2021-09-08","191","26","66","96","3","7570","1509"
"93","2","2021-09-08","165","19","57","78","11","6552","1016"
"94","0","2021-09-08","240","50","125","60","5","14555","3040"
"94","1","2021-09-08","121","31","65","22","3","7361","1724"
"94","2","2021-09-08","114","18","56","38","2","7072","1290"
"95","0","2021-09-08","174","34","65","66","9","9861","2069"
"95","1","2021-09-08","94","26","37","26","5","5179","1238"
"95","2","2021-09-08","80","8","28","40","4","4600","818"
"01","0","2021-09-09","59","6","25","26","2","3000","633"
"01","1","2021-09-09","28","2","13","12","1","1492","373"
"01","2","2021-09-09","31","4","12","14","1","1483","257"
"02","0","2021-09-09","36","7","14","13","2","4448","1130"
"02","1","2021-09-09","20","6","8","6","0","2145","623"
"02","2","2021-09-09","14","1","5","7","1","2280","499"
"03","0","2021-09-09","23","1","11","11","0","2272","598"
"03","1","2021-09-09","7","1","2","4","0","1059","339"
"03","2","2021-09-09","16","0","9","7","0","1191","249"
"04","0","2021-09-09","49","4","17","27","1","1250","260"
"04","1","2021-09-09","23","2","9","11","1","602","154"
"04","2","2021-09-09","26","2","8","16","0","617","99"
"05","0","2021-09-09","34","7","22","5","0","1349","262"
"05","1","2021-09-09","17","6","8","3","0","670","159"
"05","2","2021-09-09","17","1","14","2","0","670","101"
"06","0","2021-09-09","275","63","136","72","4","7349","1649"
"06","1","2021-09-09","129","44","57","26","2","3743","951"
"06","2","2021-09-09","141","18","77","44","2","3511","681"
"07","0","2021-09-09","34","5","26","3","0","2134","506"
"07","1","2021-09-09","24","3","19","2","0","989","301"
"07","2","2021-09-09","10","2","7","1","0","1109","202"
"08","0","2021-09-09","10","1","8","1","0","1217","377"
"08","1","2021-09-09","3","1","2","0","0","626","222"
"08","2","2021-09-09","7","0","6","1","0","580","154"
"09","0","2021-09-09","42","7","15","18","2","509","93"
"09","1","2021-09-09","21","5","8","7","1","245","56"
"09","2","2021-09-09","21","2","7","11","1","260","37"
"10","0","2021-09-09","24","4","13","7","0","2011","449"
"10","1","2021-09-09","16","3","8","5","0","1041","268"
"10","2","2021-09-09","8","1","5","2","0","958","178"
"11","0","2021-09-09","81","14","54","12","1","1431","397"
"11","1","2021-09-09","33","10","20","3","0","719","229"
"11","2","2021-09-09","46","3","34","8","1","700","157"
"12","0","2021-09-09","30","4","14","12","0","1139","249"
"12","1","2021-09-09","15","3","6","6","0","581","140"
"12","2","2021-09-09","14","1","7","6","0","542","107"
"13","0","2021-09-09","911","219","475","211","6","24275","3880"
"13","1","2021-09-09","479","140","242","96","1","12491","2279"
"13","2","2021-09-09","425","78","228","114","5","11623","1573"
"14","0","2021-09-09","43","11","25","5","2","2903","637"
"14","1","2021-09-09","23","6","12","4","1","1399","352"
"14","2","2021-09-09","20","5","13","1","1","1485","281"
"15","0","2021-09-09","6","0","5","1","0","608","142"
"15","1","2021-09-09","3","0","3","0","0","301","79"
"15","2","2021-09-09","3","0","2","1","0","302","60"
"16","0","2021-09-09","20","7","6","7","0","714","162"
"16","1","2021-09-09","13","5","5","3","0","371","99"
"16","2","2021-09-09","7","2","1","4","0","335","63"
"17","0","2021-09-09","72","16","37","19","0","1367","363"
"17","1","2021-09-09","38","11","16","11","0","724","220"
"17","2","2021-09-09","33","4","21","8","0","640","143"
"18","0","2021-09-09","13","3","7","3","0","1620","517"
"18","1","2021-09-09","8","3","3","2","0","754","275"
"18","2","2021-09-09","5","0","4","1","0","862","241"
"19","0","2021-09-09","15","2","12","1","0","985","228"
"19","1","2021-09-09","5","0","4","1","0","488","130"
"19","2","2021-09-09","10","2","8","0","0","489","97"
"21","0","2021-09-09","41","20","15","5","1","3962","950"
"21","1","2021-09-09","25","15","8","1","1","1994","552"
"21","2","2021-09-09","16","5","7","4","0","1940","391"
"22","0","2021-09-09","51","4","35","9","3","1370","260"
"22","1","2021-09-09","21","3","16","0","2","651","149"
"22","2","2021-09-09","30","1","19","9","1","714","110"
"23","0","2021-09-09","19","5","8","6","0","608","98"
"23","1","2021-09-09","13","3","7","3","0","303","56"
"23","2","2021-09-09","6","2","1","3","0","303","41"
"24","0","2021-09-09","103","9","31","63","0","1032","258"
"24","1","2021-09-09","52","6","15","31","0","506","146"
"24","2","2021-09-09","51","3","16","32","0","525","112"
"25","0","2021-09-09","16","6","10","0","0","2516","522"
"25","1","2021-09-09","8","3","5","0","0","1307","311"
"25","2","2021-09-09","8","3","5","0","0","1204","210"
"26","0","2021-09-09","65","12","38","15","0","3106","794"
"26","1","2021-09-09","34","8","17","9","0","1578","446"
"26","2","2021-09-09","31","4","21","6","0","1485","331"
"27","0","2021-09-09","78","6","16","56","0","2030","505"
"27","1","2021-09-09","31","3","11","17","0","996","280"
"27","2","2021-09-09","46","3","5","38","0","1016","219"
"28","0","2021-09-09","33","11","13","8","1","3011","522"
"28","1","2021-09-09","20","9","7","3","1","1529","284"
"28","2","2021-09-09","12","2","5","5","0","1458","236"
"29","0","2021-09-09","59","7","28","22","2","1277","283"
"29","1","2021-09-09","39","6","18","13","2","658","179"
"29","2","2021-09-09","20","1","10","9","0","608","101"
"2A","0","2021-09-09","29","5","15","9","0","611","121"
"2A","1","2021-09-09","17","4","7","6","0","308","68"
"2A","2","2021-09-09","12","1","8","3","0","302","53"
"2B","0","2021-09-09","29","4","22","2","1","586","108"
"2B","1","2021-09-09","16","3","10","2","1","327","63"
"2B","2","2021-09-09","13","1","12","0","0","255","45"
"30","0","2021-09-09","140","39","72","29","0","3381","705"
"30","1","2021-09-09","76","27","37","12","0","1750","405"
"30","2","2021-09-09","64","12","35","17","0","1612","299"
"31","0","2021-09-09","259","84","95","72","8","6080","880"
"31","1","2021-09-09","119","42","45","30","2","3181","537"
"31","2","2021-09-09","139","42","50","41","6","2861","338"
"32","0","2021-09-09","22","4","13","3","2","520","105"
"32","1","2021-09-09","10","1","5","2","2","255","59"
"32","2","2021-09-09","12","3","8","1","0","263","46"
"33","0","2021-09-09","192","56","118","17","1","6175","1126"
"33","1","2021-09-09","113","36","66","10","1","3160","627"
"33","2","2021-09-09","79","20","52","7","0","2987","495"
"34","0","2021-09-09","241","74","111","52","4","5694","1118"
"34","1","2021-09-09","124","44","56","22","2","2994","662"
"34","2","2021-09-09","115","30","55","28","2","2683","452"
"35","0","2021-09-09","154","15","93","45","1","3840","738"
"35","1","2021-09-09","75","11","47","17","0","1927","407"
"35","2","2021-09-09","79","4","46","28","1","1884","328"
"36","0","2021-09-09","18","2","6","10","0","1073","271"
"36","1","2021-09-09","9","0","5","4","0","541","143"
"36","2","2021-09-09","8","2","1","5","0","521","125"
"37","0","2021-09-09","52","14","12","25","1","2300","508"
"37","1","2021-09-09","34","10","9","14","1","1183","314"
"37","2","2021-09-09","18","4","3","11","0","1113","193"
"38","0","2021-09-09","137","28","84","16","9","8158","1835"
"38","1","2021-09-09","80","19","47","10","4","3969","1065"
"38","2","2021-09-09","56","9","36","6","5","4149","761"
"39","0","2021-09-09","12","4","6","2","0","2046","487"
"39","1","2021-09-09","8","3","4","1","0","939","254"
"39","2","2021-09-09","4","1","2","1","0","1090","230"
"40","0","2021-09-09","15","6","8","0","1","1010","258"
"40","1","2021-09-09","8","3","4","0","1","521","134"
"40","2","2021-09-09","7","3","4","0","0","486","121"
"41","0","2021-09-09","33","5","9","18","1","1701","335"
"41","1","2021-09-09","23","3","5","14","1","861","203"
"41","2","2021-09-09","10","2","4","4","0","835","132"
"42","0","2021-09-09","107","18","67","22","0","6123","1398"
"42","1","2021-09-09","46","7","27","12","0","3072","807"
"42","2","2021-09-09","61","11","40","10","0","3008","581"
"43","0","2021-09-09","31","3","12","16","0","1342","265"
"43","1","2021-09-09","13","1","6","6","0","654","151"
"43","2","2021-09-09","18","2","6","10","0","668","112"
"44","0","2021-09-09","74","25","38","10","1","4239","877"
"44","1","2021-09-09","42","15","20","6","1","2134","488"
"44","2","2021-09-09","31","9","18","4","0","2104","389"
"45","0","2021-09-09","99","19","32","43","5","3249","670"
"45","1","2021-09-09","52","13","14","23","2","1640","405"
"45","2","2021-09-09","46","6","18","19","3","1592","262"
"46","0","2021-09-09","20","5","11","4","0","451","107"
"46","1","2021-09-09","10","2","6","2","0","221","66"
"46","2","2021-09-09","10","3","5","2","0","229","41"
"47","0","2021-09-09","16","7","8","1","0","948","193"
"47","1","2021-09-09","10","5","4","1","0","476","119"
"47","2","2021-09-09","6","2","4","0","0","448","70"
"48","0","2021-09-09","6","0","4","2","0","463","121"
"48","1","2021-09-09","2","0","2","0","0","249","71"
"48","2","2021-09-09","4","0","2","2","0","209","50"
"49","0","2021-09-09","57","7","29","21","0","3562","722"
"49","1","2021-09-09","30","5","10","15","0","1754","449"
"49","2","2021-09-09","27","2","19","6","0","1808","273"
"50","0","2021-09-09","68","6","15","47","0","1596","390"
"50","1","2021-09-09","40","3","7","30","0","803","216"
"50","2","2021-09-09","28","3","8","17","0","779","169"
"51","0","2021-09-09","55","9","26","20","0","3723","918"
"51","1","2021-09-09","23","5","13","5","0","1861","512"
"51","2","2021-09-09","28","4","11","13","0","1815","395"
"52","0","2021-09-09","18","1","9","8","0","1412","381"
"52","1","2021-09-09","6","0","4","2","0","682","193"
"52","2","2021-09-09","12","1","5","6","0","719","183"
"53","0","2021-09-09","7","0","5","2","0","1344","282"
"53","1","2021-09-09","1","0","0","1","0","652","156"
"53","2","2021-09-09","6","0","5","1","0","692","126"
"54","0","2021-09-09","98","15","49","30","4","4832","1227"
"54","1","2021-09-09","47","7","26","13","1","2400","703"
"54","2","2021-09-09","50","8","22","17","3","2401","517"
"55","0","2021-09-09","6","1","4","1","0","1431","382"
"55","1","2021-09-09","3","0","3","0","0","703","214"
"55","2","2021-09-09","3","1","1","1","0","724","168"
"56","0","2021-09-09","95","11","42","11","31","2255","452"
"56","1","2021-09-09","56","9","25","5","17","1126","261"
"56","2","2021-09-09","39","2","17","6","14","1114","189"
"57","0","2021-09-09","101","19","61","8","13","7880","2444"
"57","1","2021-09-09","53","10","30","7","6","3957","1366"
"57","2","2021-09-09","48","9","31","1","7","3874","1058"
"58","0","2021-09-09","7","3","2","2","0","1126","335"
"58","1","2021-09-09","5","3","2","0","0","527","189"
"58","2","2021-09-09","2","0","0","2","0","583","143"
"59","0","2021-09-09","322","84","162","65","11","18201","3992"
"59","1","2021-09-09","160","48","72","33","7","9025","2189"
"59","2","2021-09-09","155","34","87","30","4","9006","1779"
"60","0","2021-09-09","144","21","49","72","2","5332","1411"
"60","1","2021-09-09","79","14","29","35","1","2637","782"
"60","2","2021-09-09","64","6","20","37","1","2654","617"
"61","0","2021-09-09","36","5","18","13","0","1768","359"
"61","1","2021-09-09","10","4","3","3","0","825","202"
"61","2","2021-09-09","24","1","13","10","0","924","153"
"62","0","2021-09-09","143","22","49","70","2","8598","1988"
"62","1","2021-09-09","81","15","27","37","2","4126","1049"
"62","2","2021-09-09","62","7","22","33","0","4374","918"
"63","0","2021-09-09","57","6","23","17","11","2876","768"
"63","1","2021-09-09","24","2","11","7","4","1353","421"
"63","2","2021-09-09","30","4","12","10","4","1499","343"
"64","0","2021-09-09","94","12","35","45","2","2273","501"
"64","1","2021-09-09","43","8","14","21","0","1156","275"
"64","2","2021-09-09","48","4","19","24","1","1103","224"
"65","0","2021-09-09","48","8","21","19","0","1065","228"
"65","1","2021-09-09","22","5","13","4","0","523","118"
"65","2","2021-09-09","26","3","8","15","0","537","110"
"66","0","2021-09-09","119","21","44","40","14","1694","393"
"66","1","2021-09-09","63","15","24","16","8","892","249"
"66","2","2021-09-09","56","6","20","24","6","801","143"
"67","0","2021-09-09","84","21","45","17","1","7593","1774"
"67","1","2021-09-09","47","12","25","9","1","3895","990"
"67","2","2021-09-09","36","8","20","8","0","3681","777"
"68","0","2021-09-09","84","25","45","12","2","6466","1542"
"68","1","2021-09-09","44","12","24","6","2","3317","874"
"68","2","2021-09-09","40","13","21","6","0","3138","665"
"69","0","2021-09-09","287","84","160","38","5","16317","3277"
"69","1","2021-09-09","145","49","76","18","2","8057","1922"
"69","2","2021-09-09","138","35","81","19","3","8075","1325"
"70","0","2021-09-09","15","1","9","2","3","1345","269"
"70","1","2021-09-09","8","1","5","1","1","665","154"
"70","2","2021-09-09","7","0","4","1","2","677","114"
"71","0","2021-09-09","27","2","18","6","1","4917","1122"
"71","1","2021-09-09","10","1","8","1","0","2266","600"
"71","2","2021-09-09","17","1","10","5","1","2608","514"
"72","0","2021-09-09","23","1","9","13","0","3089","614"
"72","1","2021-09-09","5","0","2","3","0","1459","353"
"72","2","2021-09-09","18","1","7","10","0","1630","261"
"73","0","2021-09-09","48","10","26","8","4","3087","719"
"73","1","2021-09-09","26","4","15","4","3","1535","417"
"73","2","2021-09-09","22","6","11","4","1","1534","300"
"74","0","2021-09-09","76","17","44","14","1","5266","1059"
"74","1","2021-09-09","43","11","25","7","0","2740","625"
"74","2","2021-09-09","32","6","19","6","1","2501","431"
"75","0","2021-09-09","379","134","196","47","2","21654","4693"
"75","1","2021-09-09","212","84","104","23","1","11619","2898"
"75","2","2021-09-09","165","50","90","24","1","9885","1778"
"76","0","2021-09-09","164","28","89","47","0","7064","1603"
"76","1","2021-09-09","83","19","42","22","0","3417","881"
"76","2","2021-09-09","79","8","46","25","0","3600","713"
"77","0","2021-09-09","215","76","68","69","2","9664","2103"
"77","1","2021-09-09","117","49","38","29","1","4982","1200"
"77","2","2021-09-09","98","27","30","40","1","4625","892"
"78","0","2021-09-09","152","27","63","58","4","8922","1898"
"78","1","2021-09-09","71","17","25","25","4","4538","1122"
"78","2","2021-09-09","80","10","37","33","0","4352","773"
"79","0","2021-09-09","17","2","12","2","1","1225","269"
"79","1","2021-09-09","7","1","6","0","0","575","154"
"79","2","2021-09-09","10","1","6","2","1","642","114"
"80","0","2021-09-09","98","16","28","50","4","3277","975"
"80","1","2021-09-09","36","6","9","19","2","1626","548"
"80","2","2021-09-09","61","10","19","31","1","1575","410"
"81","0","2021-09-09","48","7","27","14","0","1587","401"
"81","1","2021-09-09","29","3","15","11","0","798","239"
"81","2","2021-09-09","18","4","11","3","0","784","161"
"82","0","2021-09-09","26","10","12","4","0","1027","236"
"82","1","2021-09-09","15","7","7","1","0","547","120"
"82","2","2021-09-09","11","3","5","3","0","466","108"
"83","0","2021-09-09","237","40","122","74","1","6821","1609"
"83","1","2021-09-09","120","29","58","33","0","3443","934"
"83","2","2021-09-09","117","11","64","41","1","3296","661"
"84","0","2021-09-09","125","12","76","36","1","4490","944"
"84","1","2021-09-09","65","8","41","16","0","2204","551"
"84","2","2021-09-09","60","4","35","20","1","2237","379"
"85","0","2021-09-09","27","10","11","6","0","1783","305"
"85","1","2021-09-09","16","5","7","4","0","905","187"
"85","2","2021-09-09","9","4","4","1","0","876","117"
"86","0","2021-09-09","25","8","13","4","0","1393","280"
"86","1","2021-09-09","13","6","5","2","0","729","151"
"86","2","2021-09-09","12","2","8","2","0","652","126"
"87","0","2021-09-09","34","5","17","12","0","1262","334"
"87","1","2021-09-09","13","3","4","6","0","600","194"
"87","2","2021-09-09","21","2","13","6","0","657","139"
"88","0","2021-09-09","30","2","12","16","0","3007","871"
"88","1","2021-09-09","15","1","7","7","0","1436","478"
"88","2","2021-09-09","15","1","5","9","0","1558","391"
"89","0","2021-09-09","31","3","23","5","0","2466","605"
"89","1","2021-09-09","19","3","14","2","0","1202","334"
"89","2","2021-09-09","12","0","9","3","0","1237","266"
"90","0","2021-09-09","35","8","22","5","0","2296","618"
"90","1","2021-09-09","15","3","8","4","0","1135","363"
"90","2","2021-09-09","20","5","14","1","0","1161","255"
"91","0","2021-09-09","193","53","68","65","7","10178","1929"
"91","1","2021-09-09","86","26","32","26","2","5020","1044"
"91","2","2021-09-09","105","26","35","39","5","4852","844"
"92","0","2021-09-09","359","55","133","144","27","15542","2780"
"92","1","2021-09-09","166","31","71","58","6","8130","1630"
"92","2","2021-09-09","185","24","62","83","16","7304","1136"
"93","0","2021-09-09","348","42","117","175","14","14297","2555"
"93","1","2021-09-09","184","23","62","96","3","7576","1510"
"93","2","2021-09-09","159","17","53","78","11","6557","1018"
"94","0","2021-09-09","235","50","123","57","5","14565","3041"
"94","1","2021-09-09","117","31","63","20","3","7365","1725"
"94","2","2021-09-09","113","18","56","37","2","7078","1290"
"95","0","2021-09-09","174","32","66","67","9","9872","2071"
"95","1","2021-09-09","94","24","39","26","5","5183","1240"
"95","2","2021-09-09","80","8","27","41","4","4607","818"
"01","0","2021-09-10","57","5","24","26","2","3002","633"
"01","1","2021-09-10","27","2","12","12","1","1494","373"
"01","2","2021-09-10","30","3","12","14","1","1483","257"
"02","0","2021-09-10","36","7","14","13","2","4450","1130"
"02","1","2021-09-10","20","6","8","6","0","2147","623"
"02","2","2021-09-10","14","1","5","7","1","2280","499"
"03","0","2021-09-10","22","2","9","11","0","2275","598"
"03","1","2021-09-10","8","2","2","4","0","1060","339"
"03","2","2021-09-10","14","0","7","7","0","1193","249"
"04","0","2021-09-10","46","4","14","27","1","1254","260"
"04","1","2021-09-10","22","2","8","11","1","604","154"
"04","2","2021-09-10","24","2","6","16","0","619","99"
"05","0","2021-09-10","32","7","19","5","1","1352","262"
"05","1","2021-09-10","16","6","7","3","0","671","159"
"05","2","2021-09-10","16","1","12","2","1","672","101"
"06","0","2021-09-10","274","64","134","72","4","7358","1650"
"06","1","2021-09-10","128","45","56","25","2","3748","951"
"06","2","2021-09-10","140","18","75","45","2","3515","682"
"07","0","2021-09-10","32","7","22","3","0","2137","506"
"07","1","2021-09-10","22","5","15","2","0","992","301"
"07","2","2021-09-10","10","2","7","1","0","1109","202"
"08","0","2021-09-10","11","1","9","1","0","1219","377"
"08","1","2021-09-10","4","1","3","0","0","626","222"
"08","2","2021-09-10","7","0","6","1","0","582","154"
"09","0","2021-09-10","38","6","13","18","1","512","93"
"09","1","2021-09-10","19","5","6","7","1","246","56"
"09","2","2021-09-10","19","1","7","11","0","262","37"
"10","0","2021-09-10","25","4","14","7","0","2011","449"
"10","1","2021-09-10","16","3","8","5","0","1041","268"
"10","2","2021-09-10","9","1","6","2","0","958","178"
"11","0","2021-09-10","83","15","55","12","1","1435","397"
"11","1","2021-09-10","34","10","21","3","0","721","229"
"11","2","2021-09-10","47","4","34","8","1","702","157"
"12","0","2021-09-10","31","4","15","12","0","1140","249"
"12","1","2021-09-10","16","3","7","6","0","581","140"
"12","2","2021-09-10","14","1","7","6","0","543","107"
"13","0","2021-09-10","894","222","442","224","6","24355","3886"
"13","1","2021-09-10","464","138","224","101","1","12533","2282"
"13","2","2021-09-10","421","83","213","120","5","11660","1576"
"14","0","2021-09-10","42","12","23","5","2","2905","637"
"14","1","2021-09-10","22","6","11","4","1","1400","352"
"14","2","2021-09-10","20","6","12","1","1","1486","281"
"15","0","2021-09-10","7","0","6","1","0","608","142"
"15","1","2021-09-10","4","0","4","0","0","301","79"
"15","2","2021-09-10","3","0","2","1","0","302","60"
"16","0","2021-09-10","21","7","7","7","0","715","162"
"16","1","2021-09-10","12","4","5","3","0","372","99"
"16","2","2021-09-10","9","3","2","4","0","335","63"
"17","0","2021-09-10","72","16","37","19","0","1368","363"
"17","1","2021-09-10","38","11","16","11","0","725","220"
"17","2","2021-09-10","33","4","21","8","0","640","143"
"18","0","2021-09-10","13","3","7","3","0","1620","517"
"18","1","2021-09-10","8","3","3","2","0","754","275"
"18","2","2021-09-10","5","0","4","1","0","862","241"
"19","0","2021-09-10","13","2","10","1","0","989","228"
"19","1","2021-09-10","5","0","4","1","0","489","130"
"19","2","2021-09-10","8","2","6","0","0","492","97"
"21","0","2021-09-10","40","17","17","5","1","3962","952"
"21","1","2021-09-10","23","12","9","1","1","1994","554"
"21","2","2021-09-10","17","5","8","4","0","1940","391"
"22","0","2021-09-10","48","4","31","10","3","1373","260"
"22","1","2021-09-10","20","3","15","0","2","652","149"
"22","2","2021-09-10","28","1","16","10","1","716","110"
"23","0","2021-09-10","19","5","8","6","0","608","98"
"23","1","2021-09-10","13","3","7","3","0","303","56"
"23","2","2021-09-10","6","2","1","3","0","303","41"
"24","0","2021-09-10","102","9","31","62","0","1035","258"
"24","1","2021-09-10","51","6","15","30","0","509","146"
"24","2","2021-09-10","51","3","16","32","0","525","112"
"25","0","2021-09-10","19","6","13","0","0","2516","522"
"25","1","2021-09-10","11","3","8","0","0","1307","311"
"25","2","2021-09-10","8","3","5","0","0","1204","210"
"26","0","2021-09-10","62","12","36","14","0","3112","795"
"26","1","2021-09-10","34","8","18","8","0","1580","446"
"26","2","2021-09-10","28","4","18","6","0","1489","332"
"27","0","2021-09-10","77","4","17","56","0","2031","506"
"27","1","2021-09-10","30","2","11","17","0","997","281"
"27","2","2021-09-10","46","2","6","38","0","1016","219"
"28","0","2021-09-10","31","10","12","8","1","3014","522"
"28","1","2021-09-10","19","8","7","3","1","1531","284"
"28","2","2021-09-10","11","2","4","5","0","1459","236"
"29","0","2021-09-10","56","7","25","22","2","1280","284"
"29","1","2021-09-10","38","6","17","13","2","660","179"
"29","2","2021-09-10","18","1","8","9","0","609","102"
"2A","0","2021-09-10","26","5","13","8","0","615","121"
"2A","1","2021-09-10","15","4","6","5","0","311","68"
"2A","2","2021-09-10","11","1","7","3","0","303","53"
"2B","0","2021-09-10","27","5","19","2","1","589","108"
"2B","1","2021-09-10","16","4","9","2","1","327","63"
"2B","2","2021-09-10","11","1","10","0","0","258","45"
"30","0","2021-09-10","136","41","66","29","0","3387","710"
"30","1","2021-09-10","72","28","32","12","0","1754","407"
"30","2","2021-09-10","64","13","34","17","0","1614","302"
"31","0","2021-09-10","257","82","96","71","8","6086","882"
"31","1","2021-09-10","118","42","44","30","2","3185","538"
"31","2","2021-09-10","138","40","52","40","6","2863","339"
"32","0","2021-09-10","20","4","11","3","2","521","106"
"32","1","2021-09-10","9","1","4","2","2","256","59"
"32","2","2021-09-10","11","3","7","1","0","263","47"
"33","0","2021-09-10","187","57","112","17","1","6189","1127"
"33","1","2021-09-10","112","35","66","10","1","3164","628"
"33","2","2021-09-10","75","22","46","7","0","2997","495"
"34","0","2021-09-10","233","73","104","52","4","5708","1120"
"34","1","2021-09-10","121","46","51","22","2","3000","663"
"34","2","2021-09-10","110","27","53","28","2","2691","453"
"35","0","2021-09-10","155","15","94","45","1","3845","739"
"35","1","2021-09-10","77","12","48","17","0","1929","407"
"35","2","2021-09-10","78","3","46","28","1","1887","329"
"36","0","2021-09-10","19","3","6","10","0","1073","271"
"36","1","2021-09-10","9","1","4","4","0","541","143"
"36","2","2021-09-10","9","2","2","5","0","521","125"
"37","0","2021-09-10","52","14","12","25","1","2300","509"
"37","1","2021-09-10","33","9","9","14","1","1183","315"
"37","2","2021-09-10","19","5","3","11","0","1113","193"
"38","0","2021-09-10","134","30","77","17","10","8168","1836"
"38","1","2021-09-10","80","21","45","10","4","3976","1065"
"38","2","2021-09-10","53","9","31","7","6","4152","762"
"39","0","2021-09-10","11","3","6","2","0","2047","488"
"39","1","2021-09-10","7","2","4","1","0","940","255"
"39","2","2021-09-10","4","1","2","1","0","1090","230"
"40","0","2021-09-10","16","5","10","0","1","1010","258"
"40","1","2021-09-10","8","3","4","0","1","521","134"
"40","2","2021-09-10","8","2","6","0","0","486","121"
"41","0","2021-09-10","30","4","7","18","1","1704","335"
"41","1","2021-09-10","20","2","3","14","1","864","203"
"41","2","2021-09-10","10","2","4","4","0","835","132"
"42","0","2021-09-10","107","18","68","21","0","6131","1399"
"42","1","2021-09-10","46","9","26","11","0","3075","807"
"42","2","2021-09-10","61","9","42","10","0","3013","582"
"43","0","2021-09-10","31","2","13","16","0","1342","266"
"43","1","2021-09-10","12","0","6","6","0","654","152"
"43","2","2021-09-10","19","2","7","10","0","668","112"
"44","0","2021-09-10","76","25","39","11","1","4243","877"
"44","1","2021-09-10","46","17","22","6","1","2135","488"
"44","2","2021-09-10","30","8","17","5","0","2106","389"
"45","0","2021-09-10","101","19","34","43","5","3250","670"
"45","1","2021-09-10","53","13","15","23","2","1641","405"
"45","2","2021-09-10","47","6","19","19","3","1592","262"
"46","0","2021-09-10","20","4","12","4","0","453","107"
"46","1","2021-09-10","9","1","6","2","0","223","66"
"46","2","2021-09-10","11","3","6","2","0","229","41"
